KeywordsInMovieId,KeywordsId,MovieId
418,6,224
419,4,224
420,1,224
421,9,225
422,6,226
423,4,226
424,11,226
425,4,227
426,16,227
427,1,228
428,4,229
429,1,229
430,12,230
431,4,230
432,4,231
433,1,231
434,3,232
435,4,232
436,9,232
437,14,233
438,6,233
439,12,234
440,4,234
441,12,235
442,12,236
443,4,236
444,1,236
445,4,237
446,1,237
447,6,238
448,7,238
449,1,238
450,4,239
451,1,239
452,4,240
453,1,240
454,12,241
455,4,241
456,1,241
457,12,242
458,1,242
459,4,243
460,12,244
461,4,245
462,4,246
463,1,246
464,8,246
465,4,247
466,4,248
467,6,249
468,7,249
469,6,250
470,7,250
471,4,251
472,12,252
473,4,252
474,13,252
475,4,253
476,7,253
477,10,253
478,12,254
479,4,255
480,4,256
481,12,257
482,4,257
483,12,258
484,4,258
485,4,259
486,7,259
487,16,259
488,14,260
489,12,260
490,1,260
491,4,261
492,5,261
493,1,261
494,3,262
495,1,262
496,16,262
497,4,263
498,12,264
499,4,265
500,4,266
501,3,267
502,4,267
503,10,267
504,6,268
505,4,268
506,1,268
507,4,269
508,4,270
509,14,271
510,6,271
511,1,271
512,12,272
513,4,272
514,4,273
515,4,274
516,4,275
517,4,276
518,1,276
519,4,277
520,1,277
521,4,278
522,1,278
523,17,278
524,4,279
525,1,280
526,4,281
527,4,282
528,13,282
529,7,282
530,12,283
531,1,283
532,6,284
533,4,284
534,1,284
535,4,285
536,4,286
537,4,287
538,16,287
539,4,288
540,12,289
541,13,289
542,12,290
543,4,290
544,10,290
545,4,291
546,1,291
547,9,292
548,4,293
549,4,294
550,4,295
551,1,295
552,6,296
553,4,297
554,5,297
555,7,298
556,10,298
557,4,299
558,4,300
559,1,300
560,4,301
561,1,301
562,6,302
563,1,302
564,6,303
565,13,303
566,1,303
567,2,304
568,4,304
569,5,304
570,12,305
571,1,305
572,4,306
573,7,306
574,10,306
575,4,307
576,1,307
577,4,308
578,4,309
579,9,309
580,14,310
581,4,310
582,1,310
583,4,311
584,4,312
585,1,312
586,14,313
587,6,313
588,12,313
589,4,314
590,13,314
591,7,314
592,4,315
593,4,316
594,3,316
595,4,317
596,5,317
597,1,318
598,4,318
599,1,319
600,4,319
601,4,320
602,4,321
603,4,322
604,1,322
605,6,323
606,1,323
607,11,323
608,12,324
609,1,324
610,4,325
611,4,326
612,1,326
613,6,327
614,3,327
615,4,327
616,4,328
617,10,328
618,1,328
619,12,329
620,1,329
621,12,330
622,1,330
623,16,330
624,12,331
625,4,332
626,1,333
627,12,333
628,4,334
629,14,335
630,12,335
631,16,335
632,4,336
633,1,336
634,4,337
635,1,337
636,4,338
637,12,339
638,4,339
639,1,339
640,4,340
641,4,341
642,2,342
643,4,342
644,7,342
645,12,343
646,7,344
647,10,344
648,4,345
649,1,345
650,4,346
651,1,346
652,3,347
653,4,347
654,9,347
655,6,348
656,12,348
657,13,348
658,4,349
659,1,349
660,1,350
661,4,350
662,6,351
663,12,351
664,4,351
665,4,352
666,5,352
667,8,352
668,4,353
669,5,353
670,1,353
671,4,354
672,1,354
673,15,354
674,4,355
675,6,356
676,4,356
677,4,357
678,10,357
679,1,357
680,4,358
681,5,358
682,1,358
683,4,359
684,4,360
685,4,361
686,1,361
687,12,362
688,12,363
689,12,364
690,1,364
691,4,365
692,1,365
693,16,365
694,12,366
695,1,366
696,12,367
697,6,368
698,4,368
699,9,368
700,5,369
701,1,369
702,11,369
703,4,370
704,1,370
705,4,371
706,5,371
707,1,371
708,4,372
709,4,373
710,4,374
711,12,374
712,12,375
713,4,376
714,1,376
715,4,377
716,1,377
717,14,378
718,12,378
719,1,378
720,12,379
721,6,380
722,4,380
723,7,380
724,6,381
725,4,381
726,7,381
727,12,382
728,3,383
729,10,383
730,9,383
731,12,384
732,1,384
733,15,385
734,6,386
735,7,386
736,13,386
737,4,387
738,4,388
739,5,388
740,6,389
741,4,389
742,1,389
743,4,390
744,14,391
745,12,391
746,1,391
747,4,392
748,6,393
749,13,393
750,7,393
751,4,394
752,4,395
753,1,395
754,12,396
755,4,396
756,1,397
757,18,398
758,6,398
759,13,398
760,4,399
761,1,399
762,8,399
763,4,400
764,11,401
765,4,402
766,5,402
767,16,402
768,4,403
769,6,404
770,1,404
771,11,404
772,4,405
773,1,405
774,6,406
775,1,406
776,4,407
777,14,408
778,12,408
779,4,408
780,4,409
781,7,409
782,4,410
783,12,411
784,13,411
785,1,411
786,4,412
787,4,413
788,4,414
789,1,414
790,12,415
791,11,415
792,6,416
793,12,416
794,4,416
795,4,417
796,4,418
797,16,418
798,11,418
799,4,419
800,12,420
801,2,421
802,4,421
803,5,421
804,12,422
805,4,423
806,1,423
807,4,424
808,14,425
809,12,425
810,4,425
811,4,426
812,1,426
813,4,427
814,12,427
815,12,428
816,13,428
817,19,428
818,6,429
819,7,429
820,16,429
821,4,430
822,1,430
823,12,431
824,10,431
825,9,431
826,4,432
827,14,433
828,6,433
829,3,434
830,4,434
831,1,434
832,12,435
833,3,435
834,1,435
835,10,436
836,12,437
837,1,437
838,17,437
839,4,438
840,1,438
841,4,439
842,4,440
843,12,441
844,4,441
845,4,442
846,12,442
847,2,443
848,4,443
849,1,443
850,14,444
851,4,444
852,11,444
853,4,445
854,7,445
855,1,445
856,12,446
857,12,447
858,4,447
859,4,448
860,12,449
861,1,449
862,6,450
863,7,450
864,15,450
865,4,451
866,4,452
867,12,453
868,4,454
869,11,455
870,3,456
871,4,456
872,1,456
873,11,457
874,3,458
875,4,458
876,1,458
877,4,459
878,9,459
879,1,459
880,12,460
881,4,460
882,7,460
883,12,461
884,13,461
885,7,461
886,6,462
887,4,462
888,1,462
889,12,463
890,4,463
891,12,464
892,14,465
893,12,465
894,4,465
895,4,466
896,4,467
897,1,467
898,9,468
899,16,468
900,14,469
901,12,469
902,1,469
903,14,470
904,6,470
905,4,470
906,3,471
907,4,471
908,10,471
909,12,472
910,8,472
911,4,472
912,12,473
913,1,473
914,6,474
915,14,474
916,3,475
917,4,475
918,1,475
919,14,476
920,4,476
921,4,477
922,1,477
923,12,478
924,1,478
925,14,479
926,4,479
927,1,479
928,4,480
929,1,480
930,4,481
931,6,482
932,1,482
933,12,483
934,1,483
935,12,484
936,1,484
937,12,485
938,1,485
939,4,486
940,7,486
941,10,486
942,12,487
943,12,488
944,4,489
945,1,489
946,14,490
947,12,490
948,1,490
949,4,491
950,11,492
951,14,493
952,12,493
953,8,493
954,4,494
955,12,495
956,6,496
957,12,496
958,1,496
959,12,497
960,1,497
961,12,498
962,4,499
963,16,499
964,3,500
965,4,500
966,9,500
967,12,501
968,4,501
969,1,501
970,14,502
971,4,502
972,7,502
973,4,503
974,7,503
975,10,503
976,12,504
977,4,505
978,8,505
979,4,506
980,4,507
981,15,507
982,6,508
983,12,508
984,3,508
985,12,509
986,4,510
987,4,511
988,1,511
989,2,512
990,4,512
991,5,512
992,4,513
993,5,513
994,4,514
995,12,515
996,4,516
997,12,517
998,4,518
999,14,519
1000,6,519
1001,7,519
1002,1,520
1003,4,520
1004,4,521
1005,12,522
1006,4,522
1007,12,523
1008,12,524
1009,6,525
1010,4,525
1011,1,525
1012,4,526
1013,1,526
1014,4,527
1015,12,528
1016,4,529
1017,10,529
1018,4,530
1019,4,531
1020,1,531
1021,1,532
1022,11,532
1023,4,533
1024,1,533
1025,6,534
1026,12,534
1027,1,534
1028,4,535
1029,1,535
1030,4,536
1031,1,536
1032,17,536
1033,12,537
1034,4,537
1035,8,537
1036,4,538
1037,1,538
1038,11,538
1039,4,539
1040,1,539
1041,4,540
1042,7,540
1043,10,540
1044,4,541
1045,1,541
1046,4,542
1047,4,543
1048,1,543
1049,8,543
1050,6,544
1051,4,544
1052,5,544
1053,4,545
1054,4,546
1055,1,546
1056,2,547
1057,4,547
1058,12,548
1059,10,548
1060,9,548
1061,12,549
1062,3,549
1063,4,549
1064,4,550
1065,1,550
1066,12,551
1067,4,551
1068,17,551
1069,12,552
1070,4,552
1071,1,552
1072,6,553
1073,4,553
1074,16,553
1075,4,554
1076,17,554
1077,1,555
1078,16,555
1079,12,556
1080,12,557
1081,4,557
1082,6,558
1083,1,558
1084,14,559
1085,6,559
1086,12,559
1087,12,560
1088,1,560
1089,4,561
1090,1,561
1091,12,562
1092,4,562
1093,4,563
1094,1,563
1095,4,564
1096,8,564
1097,4,565
1098,1,565
1099,12,566
1100,1,566
1101,4,567
1102,20,567
1103,19,567
1104,4,568
1105,7,568
1106,8,568
1107,12,569
1108,4,569
1109,13,569
1110,2,570
1111,4,570
1112,5,570
1113,4,571
1114,4,572
1115,1,572
1116,10,573
1117,12,574
1118,4,575
1119,1,575
1120,4,576
1121,4,577
1122,4,578
1123,1,578
1124,4,579
1125,1,579
1126,12,580
1127,1,580
1128,2,581
1129,4,581
1130,5,581
1131,4,582
1132,5,582
1133,4,583
1134,5,583
1135,1,583
1136,12,584
1137,1,584
1138,12,585
1139,1,585
1140,4,586
1141,1,586
1142,17,586
1143,12,587
1144,12,588
1145,4,588
1146,1,588
1147,12,589
1148,1,589
1149,4,590
1150,1,590
1151,17,590
1152,12,591
1153,3,592
1154,4,592
1155,1,592
1156,4,593
1157,1,593
1158,4,594
1159,4,595
1160,1,595
1161,3,596
1162,4,596
1163,12,597
1164,17,597
1165,12,598
1166,4,599
1167,1,599
1168,16,600
1169,4,601
1170,1,601
1171,14,602
1172,6,602
1173,12,603
1174,4,603
1175,1,603
1176,12,604
1177,4,604
1178,12,605
1179,4,605
1180,12,606
1181,4,606
1182,4,607
1183,6,608
1184,12,608
1185,1,608
1186,12,609
1187,4,610
1188,5,610
1189,3,611
1190,4,611
1191,21,611
1192,4,612
1193,10,612
1194,1,612
1195,12,613
1196,4,613
1197,5,614
1198,1,614
1199,4,615
1200,1,615
1201,8,615
1202,4,616
1203,5,616
1204,8,616
1205,4,617
1206,4,618
1207,1,618
1208,4,619
1209,1,619
1210,4,620
1211,1,620
1212,12,621
1213,6,622
1214,4,622
1215,12,623
1216,3,624
1217,4,624
1218,1,624
1219,12,625
1220,4,625
1221,13,625
1222,12,626
1223,1,626
1224,12,627
1225,10,628
1226,12,629
1227,1,629
1228,4,630
1229,12,631
1230,4,632
1231,1,632
1232,3,633
1233,4,633
1234,21,633
1235,12,634
1236,4,635
1237,1,635
1238,8,635
1239,12,636
1240,4,636
1241,1,636
1242,4,637
1243,1,637
1244,12,638
1245,4,639
1246,6,640
1247,4,640
1248,1,640
1249,4,641
1250,8,641
1251,4,642
1252,12,643
1253,4,643
1254,4,644
1255,14,645
1256,6,645
1257,12,645
1258,4,646
1259,1,646
1260,16,646
1261,4,647
1262,1,647
1263,8,647
1264,15,648
1265,4,649
1266,12,650
1267,4,650
1268,1,650
1269,4,651
1270,5,651
1271,1,651
1272,4,652
1273,3,653
1274,4,653
1275,20,653
1276,4,654
1277,1,654
1278,8,654
1279,12,655
1280,4,655
1281,1,655
1282,4,656
1283,4,657
1284,10,657
1285,9,657
1286,12,658
1287,1,658
1288,4,659
1289,4,660
1290,4,661
1291,4,662
1292,1,662
1293,4,663
1294,2,664
1295,4,664
1296,5,664
1297,12,665
1298,4,665
1299,1,665
1300,4,666
1301,8,666
1302,4,667
1303,3,668
1304,4,668
1305,21,668
1306,4,669
1307,1,669
1308,12,670
1309,4,670
1310,4,671
1311,4,672
1312,4,673
1313,5,673
1314,1,673
1315,12,674
1316,1,674
1317,19,675
1318,4,675
1319,12,676
1320,1,676
1321,17,676
1322,14,677
1323,12,677
1324,13,677
1325,1,678
1326,16,678
1327,14,679
1328,12,679
1329,4,679
1330,4,680
1331,14,681
1332,6,681
1333,4,681
1334,4,682
1335,1,682
1336,12,683
1337,4,683
1338,1,683
1339,12,684
1340,14,685
1341,6,685
1342,4,685
1343,4,686
1344,1,686
1345,14,687
1346,6,687
1347,5,687
1348,4,688
1349,4,689
1350,1,689
1351,4,690
1352,4,691
1353,9,691
1354,3,692
1355,4,692
1356,4,693
1357,1,693
1358,4,694
1359,1,694
1360,16,694
1361,4,695
1362,4,696
1363,4,697
1364,7,697
1365,4,698
1366,3,699
1367,4,700
1368,19,700
1369,4,701
1370,1,701
1371,4,702
1372,8,702
1373,3,703
1374,4,703
1375,1,703
1376,4,704
1377,9,705
1378,12,706
1379,3,706
1380,9,706
1381,6,707
1382,4,707
1383,3,708
1384,16,708
1385,3,709
1386,20,709
1387,1,709
1388,4,710
1389,19,710
1390,4,711
1391,19,711
1392,1,711
1393,4,712
1394,9,712
1395,16,712
1396,3,713
1397,4,713
1398,9,713
1399,6,714
1400,4,714
1401,12,715
1402,19,715
1403,4,716
1404,4,717
1405,1,717
1406,12,718
1407,4,719
1408,19,719
1409,1,719
1410,4,720
1411,6,721
1412,4,721
1413,1,721
1414,20,722
1415,1,722
1416,8,722
1417,2,723
1418,4,723
1419,5,723
1420,4,724
1421,5,724
1422,1,724
1423,12,725
1424,4,725
1425,1,725
1426,4,726
1427,4,727
1428,1,727
1429,4,728
1430,1,728
1431,4,729
1432,14,730
1433,6,730
1434,1,730
1435,6,731
1436,4,731
1437,1,731
1438,3,732
1439,4,732
1440,12,733
1441,4,733
1442,1,733
1443,4,734
1444,12,735
1445,12,736
1446,4,736
1447,19,736
1448,4,737
1449,12,738
1450,19,738
1451,4,739
1452,14,740
1453,1,740
1454,11,740
1455,4,741
1456,19,741
1457,1,741
1458,4,742
1459,9,742
1460,4,743
1461,1,743
1462,4,744
1463,19,744
1464,14,745
1465,3,745
1466,4,745
1467,4,746
1468,3,747
1469,4,747
1470,1,747
1471,4,748
1472,9,748
1473,12,749
1474,20,749
1475,12,750
1476,3,750
1477,4,750
1478,4,751
1479,12,752
1480,14,753
1481,6,753
1482,1,753
1483,4,754
1484,6,755
1485,4,755
1486,5,755
1487,12,756
1488,19,756
1489,1,756
1490,1,757
1491,4,757
1492,4,758
1493,1,758
1494,4,759
1495,10,759
1496,1,759
1497,10,760
1498,9,760
1499,16,760
1500,12,761
1501,4,761
1502,4,762
1503,4,763
1504,4,764
1505,9,764
1506,16,764
1507,12,765
1508,19,765
1509,1,765
1510,12,766
1511,4,767
1512,1,767
1513,4,768
1514,4,769
1515,1,769
1516,4,770
1517,19,770
1518,1,770
1519,4,771
1520,12,772
1521,4,772
1522,1,772
1523,4,773
1524,1,773
1525,6,774
1526,4,775
1527,16,776
1528,6,777
1529,1,777
1530,15,777
1531,12,778
1532,4,778
1533,3,779
1534,4,779
1535,20,779
1536,4,780
1537,8,780
1538,12,781
1539,4,782
1540,5,782
1541,4,783
1542,19,784
1543,1,784
1544,4,785
1545,12,785
1546,4,786
1547,4,787
1548,3,787
1549,6,788
1550,4,788
1551,1,788
1552,4,789
1553,4,790
1554,3,791
1555,4,791
1556,16,791
1557,11,792
1558,6,792
1559,4,792
1560,6,793
1561,20,793
1562,1,793
1563,4,794
1564,1,794
1565,12,795
1566,4,795
1567,19,795
1568,4,796
1569,19,797
1570,4,798
1571,1,798
1572,17,798
1573,12,799
1574,1,799
1575,12,800
1576,9,800
1577,16,800
1578,4,801
1579,17,801
1580,4,802
1581,19,802
1582,1,802
1583,19,803
1584,4,804
1585,4,805
1586,1,805
1587,12,806
1588,4,806
1589,1,806
1590,12,807
1591,4,808
1592,1,808
1593,17,808
1594,12,809
1595,4,810
1596,20,810
1597,1,810
1598,4,811
1599,4,812
1600,19,812
1601,1,812
1602,3,813
1603,9,813
1604,12,814
1605,19,814
1606,4,815
1607,12,816
1608,1,816
1609,12,817
1610,19,817
1611,4,818
1612,1,818
1613,12,819
1614,4,820
1615,9,820
1616,3,821
1617,4,821
1618,21,821
1619,11,822
1620,4,823
1621,4,824
1622,4,825
1623,9,826
1624,16,826
1625,6,827
1626,4,827
1627,1,827
1628,12,828
1629,19,828
1630,4,829
1631,5,830
1632,8,830
1633,1,831
1634,11,831
1635,12,832
1636,14,833
1637,6,833
1638,4,833
1639,12,834
1640,4,835
1641,1,835
1642,12,836
1643,4,836
1644,1,836
1645,1,837
1646,4,837
1647,12,838
1648,4,838
1649,4,839
1650,4,840
1651,2,841
1652,4,841
1653,5,841
1654,4,842
1655,8,842
1656,12,843
1657,19,843
1658,4,844
1659,1,844
1660,4,845
1661,4,846
1662,1,846
1663,4,847
1664,1,847
1665,3,848
1666,16,848
1667,10,848
1668,12,849
1669,19,849
1670,6,850
1671,1,850
1672,8,850
1673,3,851
1674,9,851
1675,16,851
1676,3,852
1677,4,852
1678,16,852
1679,12,853
1680,20,853
1681,1,853
1682,6,854
1683,11,854
1684,1,854
1685,14,855
1686,2,855
1687,4,855
1688,4,856
1689,9,856
1690,4,857
1691,20,857
1692,4,858
1693,3,859
1694,4,859
1695,8,859
1696,4,860
1697,19,860
1698,1,860
1699,19,861
1700,1,861
1701,6,862
1702,4,862
1703,20,862
1704,12,863
1705,12,864
1706,12,865
1707,19,865
1708,1,865
1709,4,866
1710,1,866
1711,9,867
1712,3,868
1713,4,868
1714,12,869
1715,19,869
1716,6,870
1717,4,870
1718,4,871
1719,14,872
1720,4,872
1721,8,872
1722,12,873
1723,1,873
1724,4,874
1725,1,874
1726,1,875
1727,4,875
1728,12,876
1729,4,876
1730,20,876
1731,3,877
1732,4,877
1733,12,878
1734,1,878
1735,8,878
1736,12,879
1737,19,879
1738,1,879
1739,12,880
1740,19,880
1741,4,881
1742,1,881
1743,12,882
1744,3,882
1745,4,882
1746,12,883
1747,1,883
1748,3,884
1749,4,884
1750,9,884
1751,6,885
1752,12,885
1753,1,885
1754,12,886
1755,1,886
1756,4,887
1757,19,887
1758,1,887
1759,12,888
1760,19,888
1761,1,888
1762,3,889
1763,4,889
1764,1,889
1765,14,890
1766,3,890
1767,4,890
1768,12,891
1769,19,891
1770,12,892
1771,1,892
1772,19,893
1773,1,893
1774,12,894
1775,4,894
1776,20,894
1777,12,895
1778,19,895
1779,6,896
1780,12,897
1781,19,897
1782,19,898
1783,4,899
1784,1,899
1785,4,900
1786,8,900
1787,3,901
1788,4,901
1789,1,901
1790,3,902
1791,4,902
1792,1,902
1793,12,903
1794,4,903
1795,12,904
1796,1,904
1797,4,905
1798,5,905
1799,1,905
1800,4,906
1801,8,906
1802,12,907
1803,7,907
1804,19,907
1805,18,908
1806,12,908
1807,20,908
1808,4,909
1809,1,909
1810,1,910
1811,12,910
1812,4,910
1813,4,911
1814,1,911
1815,14,912
1816,6,912
1817,1,912
1818,12,913
1819,1,913
1820,12,914
1821,4,914
1822,12,915
1823,19,915
1824,1,915
1825,12,916
1826,19,916
1827,1,916
1828,14,917
1829,6,917
1830,4,917
1831,4,918
1832,14,919
1833,3,919
1834,4,919
1835,12,920
1836,1,920
1837,4,921
1838,20,921
1839,1,921
1840,14,922
1841,3,922
1842,4,922
1843,19,923
1844,1,923
1845,12,924
1846,19,924
1847,1,924
1848,12,925
1849,1,925
1850,12,926
1851,4,926
1852,19,926
1853,12,927
1854,20,927
1855,1,927
1856,1,928
1857,4,928
1858,9,929
1859,16,929
1860,12,930
1861,12,931
1862,20,931
1863,1,931
1864,12,932
1865,1,932
1866,14,933
1867,4,933
1868,12,934
1869,4,934
1870,6,935
1871,4,935
1872,12,936
1873,4,936
1874,19,936
1875,12,937
1876,19,937
1877,1,937
1878,4,938
1879,1,938
1880,3,939
1881,9,939
1882,16,939
1883,4,940
1884,19,940
1885,1,940
1886,12,941
1887,1,941
1888,4,942
1889,1,942
1890,4,943
1891,1,943
1892,4,944
1893,12,945
1894,1,945
1895,4,946
1896,20,946
1897,1,946
1898,3,947
1899,4,947
1900,1,947
1901,4,948
1902,7,948
1903,4,949
1904,21,949
1905,12,950
1906,20,950
1907,3,951
1908,4,951
1909,1,951
1910,4,952
1911,4,953
1912,12,954
1913,4,954
1914,20,954
1915,12,955
1916,4,956
1917,20,957
1918,1,957
1919,12,958
1920,19,958
1921,1,958
1922,6,959
1923,3,959
1924,4,959
1925,12,960
1926,4,960
1927,1,960
1928,12,961
1929,4,961
1930,12,962
1931,1,962
1932,4,963
1933,6,964
1934,12,964
1935,3,964
1936,14,965
1937,6,965
1938,1,965
1939,6,966
1940,9,966
1941,1,966
1942,4,967
1943,1,967
1944,11,967
1945,4,968
1946,19,969
1947,1,969
1948,18,970
1949,6,970
1950,12,970
1951,4,971
1952,1,971
1953,12,972
1954,3,973
1955,4,973
1956,1,973
1957,7,974
1958,4,975
1959,1,975
1960,14,976
1961,1,976
1962,16,976
1963,14,977
1964,3,977
1965,4,977
1966,12,978
1967,19,978
1968,4,978
1969,4,979
1970,1,979
1971,4,980
1972,12,981
1973,1,981
1974,6,982
1975,3,982
1976,1,982
1977,4,983
1978,1,983
1979,12,984
1980,19,984
1981,4,985
1982,1,985
1983,4,986
1984,20,986
1985,1,986
1986,3,987
1987,4,987
1988,12,988
1989,19,988
1990,1,988
1991,12,989
1992,4,989
1993,19,989
1994,12,990
1995,19,990
1996,1,990
1997,3,991
1998,4,991
1999,1,991
2000,19,992
2001,19,993
2002,1,993
2003,6,994
2004,1,994
2005,11,994
2006,19,995
2007,4,995
2008,4,996
2009,6,997
2010,12,997
2011,4,997
2012,4,998
2013,12,999
2014,19,999
2015,1,999
2016,14,1000
2017,12,1000
2018,1,1000
2019,4,1001
2020,1,1001
2021,3,1002
2022,4,1002
2023,1,1002
2024,12,1003
2025,3,1003
2026,4,1003
2027,19,1004
2028,1,1004
2029,4,1005
2030,1,1005
2031,8,1005
2032,4,1006
2033,1,1006
2034,8,1006
2035,14,1007
2036,12,1007
2037,20,1007
2038,1,1008
2039,4,1008
2040,4,1009
2041,1,1009
2042,8,1009
2043,12,1010
2044,19,1010
2045,1,1010
2046,12,1011
2047,3,1012
2048,4,1012
2049,1,1012
2050,12,1013
2051,19,1013
2052,1,1013
2053,4,1014
2054,12,1015
2055,4,1015
2056,4,1016
2057,4,1017
2058,7,1017
2059,2,1018
2060,4,1018
2061,5,1018
2062,7,1019
2063,12,1020
2064,3,1021
2065,4,1021
2066,1,1021
2067,4,1022
2068,4,1023
2069,12,1024
2070,4,1024
2071,1,1024
2072,12,1025
2073,4,1025
2074,1,1025
2075,4,1026
2076,1,1026
2077,4,1027
2078,12,1028
2079,1,1028
2080,4,1029
2081,1,1029
2082,4,1030
2083,8,1030
2084,3,1031
2085,4,1031
2086,1,1032
2087,3,1033
2088,4,1033
2089,1,1033
2090,3,1034
2091,9,1034
2092,16,1034
2093,12,1035
2094,3,1035
2095,4,1035
2096,12,1036
2097,4,1036
2098,19,1036
2099,4,1037
2100,1,1037
2101,8,1037
2102,12,1038
2103,12,1039
2104,12,1040
2105,12,1041
2106,19,1041
2107,4,1042
2108,17,1042
2109,4,1043
2110,1,1043
2111,8,1043
2112,9,1044
2113,4,1045
2114,3,1046
2115,4,1046
2116,3,1047
2117,4,1047
2118,4,1048
2119,11,1048
2120,12,1049
2121,4,1049
