DirectorId,DirectorName
10857,Derek W. Hayes
6858,Christian Duguay
18702,Baillie Walsh
18428,Jake Helgren
25017,Hwi Kim
28556,Bobby Miller
5063,Christian Rateuke
11088,Michalis Reppas
30550,Alejandro Guzmán Alvarez
17297,Mark L. Smith
19298,Tiziana Bosco
23158,Rain Jung
17814,Morgan Mead
13971,R. Krishnamurthy
17988,Brendan Foley
17512,Kevin Kölsch
2961,Torgny Wickman
6140,Guy Maddin
8279,David Keating
19572,Mushon Salmona
373,Howard Hughes
27963,Brian Perkins
20951,Mike Thompson
5058,Ken Handler
73,John Ford
13268,Valentin Selivanov
33735,Dana Budisavljevic
30782,Bilawal Hussain Abbasi
12100,Padam Kumar
22572,Martin Faltermeier
1078,Leonard Buczkowski
22427,Chris Brown
24841,Andrew Hulme
30348,Shijie Tan
13837,Marco Filiberti
9153,Gerry Lively
22246,Olivier Gruner
27805,Pietro Parolin
24175,Brad Mills
13973,María Victoria Menis
17368,Carlos Puga
10739,Lars Hesselholdt
33012,Gabriel Black
28154,Patrick Chapman
22402,Rocky Powell
33544,Alvaro Delgado Aparicio
13007,François Hanss
19172,Vito Rocco
16402,Kwang-Hyun Park
15949,Dave Meyers
29746,Jon Matthews
3844,Gisaburô Sugii
7180,Kevin Altieri
4616,Jim Feazell
21656,Ryan Andrews
11685,A. Muthu
14910,Viktor Polesný
2442,Leo Penn
29055,Abhijit Panse
8131,Bob Carruthers
15188,Serik Aprimov
20987,David Bezmozgis
1366,Richard Carlson
9734,Paul Rachman
7758,Basar Sabuncu
27194,Fernando Alle
11086,Jim Milio
5623,Prince
24436,James Chankin
10967,E.V.V. Satyanarayana
31158,Sheridan De Myers
2930,Vatroslav Mimica
8162,Tata Amaral
30538,Paolo Dy
15402,Minoru Kawasaki
30825,Andrew Fisher
9442,János Kovácsi
10617,Maria Plyta
2486,Miguel Iglesias
29205,Jonathan Adams
33190,Cameron Macgowan
3508,John Evans
28381,Fulvio Sestito
28966,Barry Germansky
6800,Petra Haffter
25695,Alireza Amini
11298,Akira Ogata
30954,Dinakar Thoogudeepa
5179,Douglas Day Stewart
24593,Jason Ford
14309,Václav Marhoul
114,Rasmus Breistein
7560,Holger Neuhäuser
12404,Juan Antin
15173,Kelsey T. Howard
20019,Brian Herzlinger
9312,Matthew Modine
30937,Kestutis Gudavicius
4248,Daniel Duval
15907,Teddy Soeriaatmadja
11516,Gillian Ashurst
8258,Kelli Herd
33574,Shola Amoo
13759,Rando Pettai
34689,Franck Phelizon
18189,Andrew Miles
21568,Brian Robbinson
32301,Tracy Choi
20358,Lichelli Lazar-Lea
1677,Yuri Yegorov
23993,Stuart Blumberg
15714,Cyrill Boss
28936,Steven Lewis Simpson
6421,Jimmy Heung
8225,Tom Chaney
1373,Alfredo Guarini
13115,Martin Huberty
19075,Tony Grech-Smith
18273,Olly Blackburn
15429,Janusz Kidawa
31956,Stephanie Laing
30514,Candice T. Cain
24808,Iram Parveen Bilal
4577,Nettie Peña
21074,Yoshiharu Ashino
9299,Juliane Hiam
2216,Judith Malina
29589,William Lu
13614,Mi-sen Wu
31192,Tomohiko Itô
19664,Kunal Shivdasani
13372,Tim Tommasino
25841,Irakli Chkhikvadze
25291,Selene Kapsaski
12679,Mamoru Hoshi
22552,Jsu Garcia
22282,Osamu Katayama
33320,Ramkumar Shedge
22138,David King
11566,Arun Kaul
34368,Faleena Hopkins
30319,Raam Reddy
10580,Kazuhiko Hasegawa
12139,Cochin Hanifa
22071,David Palmer
25175,Bryan Woods
17380,Alison Eastwood
11016,John Newcombe
15886,Frank Sebastiano
14108,Seth Gordon
8268,Vinko Bresan
11634,John Cameron Mitchell
12740,Jérôme Bonnell
13508,Young-hoon Park
28367,Kerstin Ahlrichs
18708,Michael Staininger
26367,Deborah Twiss
25278,Alberto Marenco
31075,Deeraj Vaidy
20712,Mark Stirton
33234,Scott Conditt
32433,Carrie Cracknell
990,Hideo Sekigawa
7234,Nasiruddin Yousuff
7097,Pierre Magny
14699,Joe Lia
1674,Justus Addiss
25441,Jeremy LaLonde
8871,Ugo Giorgetti
28157,Mike Lyddon
27007,Christopher DeMaci
19278,Trish Sie
1224,Maurice Labro
30395,Vozo Zoltán Végh
10678,Ulrich Seidl
18151,Chang-lae Kim
20330,Grant Heslov
28848,Jeff Sinasac
32288,Miranda de Pencier
22581,Junfeng Boo
23377,Lance Bachelder
34172,Monte Light
2482,Petr Schulhoff
32692,Anton Fedotov
2525,William Friedkin
27173,Soumik Chatterjee
30473,Paul Krüger
11567,Richard Kelly
12663,Sung-Hong Kim
6519,John Patrick Shanley
10780,Paul Bunnell
32525,Ken Carlson
9287,Buza Ferraz
24413,David Boyd
26622,Wei Zhao
6280,Michael Lehmann
19688,Toshiki Hirano
2634,José Luis Egea
3196,William Girdler
28077,Athanasios Karanikolas
10885,Toshiyuki Sakurai
22942,Rachid Dhibou
17914,Brett Hanover
3337,William Fruet
12265,Katherine Stenholm
20498,Emmanuel Adjei
10286,Kay Mellor
3131,Nino Manfredi
6329,Andi Engel
14247,Deepak Pawar
33051,Ka-Wai Kam
26277,Brian Peter Falk
5787,Alberto Isaac
25992,Özgür Özberk
26947,Vinodh Venkatraman
21170,Doug Lodato
5844,Bill Condon
1183,Curzio Malaparte
29233,Jenny Gage
10267,Mircea Plângau
7072,Charlie Peters
7175,Les Blair
32610,Tom Huang
5956,Joe Lee
20982,Özcan Alper
7396,Scott McGehee
18156,G.B. Hajim
8340,Niels Arden Oplev
22444,Paul Brown
6207,Robert Radler
22568,Pascal Sid
32772,Alex Keledjian
6233,Vic Sarin
25994,Yesim Sezgin
13565,Vincent Rubino
15586,Abdul Latif Salazar
21512,Declan Donnellan
28280,Maria Gamboa
23211,Kenneth Olaf Hjellum
26227,Brad Osborne
20881,Ryan Barton-Grimley
24698,Johnny Tabor
33682,Hans Stjernswärd
2272,José Antonio de la Loma
16100,Ben Wheatley
1099,Claude Binyon
20264,Francis dela Torre
28776,Alice Philippon
8323,Dang Nhat Minh
15769,Chookiat Sakveerakul
18477,Monia Chokri
9140,Max Färberböck
33967,Michael Thomas Daniel
3497,Shyam Benegal
10932,Ken Peters
12031,Lucho Bender
23022,J.P. Pierce
7570,Dan Neira
27088,Christian Bach
11200,Antonín Moskalyk
22673,Matthias Schweighöfer
5373,Albert Mkrtchyan
9641,Angela Schanelec
13994,Srdjan Koljevic
29325,Hank Bedford
22151,Zack Beins
14634,Ali Idris
6921,Mark Herman
7992,Oliver Parker
1417,Wyott Ordung
30912,Angela Shelton
31800,Josh Mendoza
8545,Chris Kennedy
14244,Matthew Vaughn
11410,Michael Karen
3091,Robert Paget
29700,Nico Sabenorio
27990,Virgil Vernier
8441,Sandrine Veysset
32152,Archie Borders
24278,Sameer Thahir
29751,Arend Agthe
27370,Matt Sobel
20481,Byoung-Wook Ahn
2438,George Axelrod
33062,Oded Raz
23496,A. Sarkunam
5389,Jean-Pierre Vergne
28694,Daniel Rodríguez Risco
30118,Jeff Maher
19951,Alex Merkin
20202,Simon Ennis
10916,Andrea Frazzi
12846,Colin Miller
29189,Claudio Marcone
29288,Michal Otlowski
6759,Steve Wang
9214,Alireza Davoudnejad
2899,Ron Joy
15423,Shashi Ranjan
21185,Hernán Goldfrid
23630,Daniel M. Seibert
3149,Eloy de la Iglesia
33386,Baba Bhaskar
17215,Daniel Cohen
28960,Maria Pulera
8249,Bruce La Bruce
2065,Marcel Bluwal
13532,Brad Martin
29875,Paolo Cevoli
25711,David McCracken
9545,Petter Næss
10209,Andy Hurst
16059,Jonathan Yudis
16842,Aaron Nee
27316,Liz Tuccillo
24555,Alisattar Atakishiyev
22313,Florin Serban
17294,Sudesh Manjrekar
31193,Zachary Madson
26481,Arthur Louis Fuller
27330,Marc Brummund
18528,James Watkins
3912,Juan Piquer Simón
3133,James Bidgood
34137,R.S. Naidu
34340,Aadish Keluskar
29083,Ahmed Amer
7972,Gary Jones
1809,Jürgen Roland
33179,Mu Tunc
16042,Ersin Pertan
11555,Joel Silverman
18441,Vijay Kumar
31482,Miguel Ángel Jiménez
4076,Alan J. Levi
27196,Matthew Kennedy
31243,Yayo Herrero
21884,Fokion Bogris
22467,Terje Rangnes
7151,Jean Poiret
9264,Clóvis Vieira
15930,Jerry Mainardi
30547,Leya Taylor
29856,Max Heller
10640,Bert Van Tuyle
23613,Nirattisai Kaljareuk
18698,Michael Samuels
905,Andrew L. Stone
5924,Barry Peak
8423,Arlene Sanford
20154,Louis Nero
4018,Don Bluth
8995,Preben Kaas
13428,Heung-sun Jeong
4810,Joseph L. Scanlan
22093,Julien Deka
33392,Jake Castorena
22558,Tim Lewiston
10573,Henry Bromell
11676,Shakeel Noorani
17075,Matt Brown
22694,Beryl Koltz
22264,David Dunn Jr.
31582,Johnny Mitchell
32798,John Rocco
8292,Olli Saarela
11643,Virginie Despentes
13525,Vincent Sassone
5387,Peter Masterson
11886,Tracy Fraim
4411,Chuck Barris
23946,Melissa Miller Costanzo
19961,Sascha Drews
11823,Teresa Kotlarczyk
32879,Ibon Cormenzana
33730,Bo Hu
17225,Akio Yoshida
15557,Deepak Tijori
28471,Michael Rousselet
17862,Laurent Salgues
33519,Susan Gordanshekan
33941,Abdurrahman Öner
15751,Rodrigo Cortés
6163,Gregory McClatchy
32766,François Troukens
20259,Bakur Bakuradze
23372,Frank Henry
26529,Oden Roberts
30629,Jonathan Barré
4430,George Mendeluk
14014,Ertil Altanaj
3056,Milan Jelic
14183,Anne Norda
12129,Bhadran
29333,James Schamus
15476,Ric White
221,Alfred Hitchcock
34527,Murilo Benício
4680,Steve Lustgarten
29473,Dan Villegas
33376,An-kyu Lee
4761,Don Jones
12458,Conrado Sanchez
1654,Nasir Hussain
23491,Cristian Solimeno
32315,Joël Karekezi
27612,Matt Drummond
3144,Sunil Dutt
7002,Tom DiCillo
22059,Cihat Hazardagli
11624,Stephen M. Kienzle
16542,Preben Lorentzen
28864,Simon Herbert
11847,Somaratne Dissanayake
2529,Joachim Hasler
4863,Hyeok-su Lee
4582,Dusan Klein
5281,Mani Ratnam
14756,Morgan Jon Fox
15694,Djinn
22144,Gabe Polsky
33976,Robertas Kuliunas
17234,Marjane Satrapi
13245,Tareque Masud
18057,Singing Chen
9369,Flávio Migliaccio
26079,Pei-hua Wang
10413,Yiu-Kuen Ng
14199,Viktor Bodó
14617,Neil Taylor
22420,Gale Edwards
6583,Anders Nilsson
8021,Ram Gopal Varma
31178,Brent Bonacorso
17955,Christian Faure
31984,Adisa
33416,Yi Zheng
13415,Daniele Vicari
1926,Ralph Brooke
30119,Houda Benyamina
30917,Steve Gukas
603,Carl Pierson
3507,Robert Barrett
21328,Julien Carbon
27893,La Raza
21947,Guy Browning
2456,Carl Monson
5754,David Mamet
10259,Dejan Karaklajic
29879,Bhaskar Hazarika
28472,Hughes William Thompson
25163,Brad Copeland
26495,Ali Sade
11411,Manuel Palacios
9712,Caesar Cavaricci
16187,Pyotr Tochilin
23652,Matteo Vicino
22756,Kwang-shik Kim
13709,Veljo Käsper
20747,Daren Marc
416,William C. McGann
8896,Laurie Agard
26546,Craig DiFolco
28769,Robert Eagar
31977,Anthony LaMolinara
18736,Marcos Jorge
5276,Rick Sloane
30671,Min Wei
15774,Stefen Fangmeier
14477,Jordan Roberts
16572,Ethan Hunter
7028,Ron Oliver
28666,James Crow
1136,Joseph Lerner
31724,Wesley Alley
10218,Richard Gale
6797,Valeriy Todorovskiy
10934,William Katt
30033,Barbara Eder
20355,Antonio Zavala Kugler
562,Billy Wilder
22595,Silver Tree
23558,Adam Ahlbrandt
1518,Anant Thakur
7537,Simon Sprackling
28468,John Swab
5698,Dominique Deruddere
14201,Beto Gómez
14719,Eric Fleming
15851,Roland Düringer
23904,Sid Bennett
3064,Mario Camus
16189,Sergey Loban
3357,J.G. Patterson Jr.
13168,Paul Currie
28461,Si-Heup Seong
30537,Benjamin Arfmann
895,Delmer Daves
4792,Daniel Vigne
6034,Bud S. Smith
26145,Tammy Riley-Smith
12260,Matthias Dinter
21191,Goran Devic
23929,Jeffrey Elmont
6037,David Stevens
34518,Marius Talampas
18628,Jon Kondelik
7658,Steve McLean
9484,Eliane Caffé
10907,Andrew Parkinson
22460,Robbie Pickering
13695,Nikkhil Advani
533,Gus Meins
15489,S.P. Jhananathan
11425,J.B. Rogers
14541,Durul Taylan
31030,Bo D.
10768,Donna Wheeler
24861,Tim Staffel
10258,Francine Rzeznik
17097,Cullen Hoback
6382,Michael Haneke
22766,Ralph Moser
22643,David Dusa
30409,Jai Jamison
34101,Graham Hughes
6534,Norman René
3348,Steve Carver
33199,Phoebe Dollar
19269,Vinay Bharadwaj
18977,Ugur Kaplan
9065,S. Edwin Graham
33814,Mukesh Chhabra
746,P.J. Wolfson
20737,Sabine El Gemayel
6348,Magdalena Lazarkiewicz
20901,Jon Izen
514,Jean Benoît-Lévy
4472,David Mingay
14619,Elmar Fischer
29874,Wes Miller
10131,William R. Pace
10790,Hamlet Sarkissian
27697,Niharika Sahni
31881,Storm Ashwood
10217,Emmanuel Itier
1601,Gheorghe Naghi
2471,Nikos Papatakis
32417,Tremain Hayhoe
21763,Marcel Walz
10453,Reginald Harkema
4131,Joël Santoni
13276,Abai Karpykov
24677,Kristina Nikolova
24924,Peter Fudakowski
15195,Gennadiy Klimov
8477,Lírio Ferreira
23515,Jean-Christian Tassy
8819,Sarah Kernochan
3378,John Milius
14422,Witold Swietnicki
15289,Zézé Gamboa
20122,Brian Pulido
2415,Luigi Vanzi
6048,Donald P. Bellisario
7031,William T. Hurtz
25041,Magizh Thirumeni
6941,Johnnie Kong
259,Grigoriy Kozintsev
9088,Jesse Peretz
25120,Simone Gandolfo
32651,Ansel Faraj
5314,Chun Bang Yang
10776,Erricos Andreou
1923,Robert Dhéry
2346,Pierre Granier-Deferre
9177,Peter Schwabach
34152,Matt Woodward
10806,Tom Connolly
22975,Yasuhiro Yoshiura
29852,Erlingur Thoroddsen
8924,Sam Miller
31123,Alpgiray M. Ugurlu
5514,Ousama Rawi
22967,Jason Toler
26349,Madhupal
6169,Christian Wagner
30485,Ashwiny Iyer Tiwari
6863,Peter Ho-Sun Chan
34052,Hari Nath
20622,Ramiz Fataliyev
26276,Mark Sawers
3996,John 'Bud' Cardos
25529,Kazuhiro Takamura
10111,Motonori Sakakibara
7159,Claes Olsson
21266,Amos Sefer
26422,Kate Johnston
27583,Daniel Chuba
26831,Chris Blaine
26212,Micael Preysler
33415,Ricky Tollman
21323,Kelly Smith
21840,Elias
23626,Alejandro Brugués
4282,Gillian Armstrong
15053,Puneet Issar
708,Chianca de Garcia
14072,Ron Sperling
20377,Pascal Hérold
24189,Ivan Vladimirov
23126,Melanie Shatzky
31067,Webster Batista
18518,Alamgir Kabir
18887,Michal Milowicz
29111,Yann Gozlan
23153,Sudhish Kamath
24954,Rupesh Paul
32200,Lorenzo Mattotti
19896,Ajit Pal Mangat
23239,Christopher Hatton
33557,Eva Trobisch
9106,Brad Bird
19481,Jens Jonsson
25027,Bonita Drake
32097,Jason Sanchez
7218,Mandie Fletcher
12632,Farhan Akhtar
26665,Jordan Rubin
19352,Kery James
26476,Uirá dos Reis
19485,Hans Rodionoff
32489,David P. Smith
26381,Steve Reeves
3199,Christopher Hodson
4529,Oz Scott
2953,Dan Curtis
24976,Masato Hijikata
26778,Yannick Saillet
12174,Douglas Wolfsperger
18789,Oskar Santos
21184,Lyudmila Steblyanko
11658,Anastasia Lapsui
4853,Robert Dalva
27116,Patrick Shearer
11495,Brendan Keown
4373,Murray Mintz
25008,Miza Mohamad
31661,Stephen Donnelly
29187,Gustavo Vinagre
27939,Bartosz Walaszek
4216,Péter Gothár
16997,Alex Harz
23419,Romanus Wolter
28046,Christopher Fitchett
24229,Ben Shelton
9861,Paul Peditto
32335,Oz Arshad
19519,Jagdeep Sidhu
17549,Vicky Jewson
14754,Juan Solanas
19815,Mark von Sternberg
1301,John Beal
17398,Jay Martin
12017,Laurent Brandenbourger
16351,Pavel Jandourek
29645,Grzegorz Jankowski
19804,Paul Breuls
30032,Kohki Hasei
21398,Justin Bergonzoni
20051,Sergey Chernikov
11170,Krzysztof Krauze
28826,Srinivasa Raj
32903,Ben Nissen
25239,Chris Michael Birkmeier
30572,Matthew Doyle
24424,Mustafa Nuri
34062,Volkan Gültekin
15977,Sérgio Machado
2971,Chen-Kuo Chao
3904,Stellan Olsson
27031,Jennifer Prediger
33482,Walid Mattar
9329,Oskar Reif
33631,Marie Monge
26267,Manny Serrano
23043,Stasch Radwanski Jr.
2283,István Szabó
12906,J.T. Petty
14179,Andy Signore
13721,Abdelkrim Bahloul
27414,Martin Talbot
12919,Richard S. Flink
31612,Jim Agnew
583,Monty Banks
6667,Hany Lasheen
5090,Larry Stewart
17104,Julie Gavras
15599,Kei Kataoka
25364,Jaime Velez Soto
32638,Isold Uggadottir
5974,D3
17320,Manuel Mozos
14906,Darren Lemke
14123,Gerrard Verhage
28857,Enrique Gato
19312,Korhan Bozkurt
28892,Harald Franklin
4122,Warren Beatty
27909,Juanfer Andrés
4173,Bob Dylan
5959,Antonio Peláez
12917,Stephen Manuel
25311,Liz W. Garcia
4408,Lorne Michaels
29828,Thomas Daneskov
22555,Hank Bausch
31973,Carl Strathie
333,George Schnéevoigt
4297,Coline Serreau
7403,Michel Qissi
32815,Gene Blalock
21706,Angela Garcia Combs
20167,Andrew Robinson
7312,David Elfick
16669,Emmanuelle Cuau
30783,Eric Liberacki
33029,Alireza Khatami
13473,Petar Krelja
1642,William F. Claxton
19147,Tomasz Drozdowicz
30055,Benjamin Thomas
33885,Gil Baroni
30711,Derek Presley
9548,George Milton
