DirectorId,DirectorName
19444,Kieran Carney
20476,Thomas Woschitz
7194,Miroslav Lekic
15246,Hiroki Yamaguchi
21992,Jack Lucarelli
10856,Derek W. Hayes
6857,Christian Duguay
18701,Baillie Walsh
18427,Jake Helgren
25016,Hwi Kim
28555,Bobby Miller
5062,Christian Rateuke
11087,Michalis Reppas
30549,Alejandro Guzmán Alvarez
17296,Mark L. Smith
19297,Tiziana Bosco
23157,Rain Jung
17813,Morgan Mead
13970,R. Krishnamurthy
17987,Brendan Foley
17511,Kevin Kölsch
2960,Torgny Wickman
6139,Guy Maddin
8278,David Keating
19571,Mushon Salmona
372,Howard Hughes
27962,Brian Perkins
20950,Mike Thompson
5057,Ken Handler
72,John Ford
13267,Valentin Selivanov
33734,Dana Budisavljevic
30781,Bilawal Hussain Abbasi
12099,Padam Kumar
22571,Martin Faltermeier
1077,Leonard Buczkowski
22426,Chris Brown
24840,Andrew Hulme
30347,Shijie Tan
13836,Marco Filiberti
9152,Gerry Lively
22245,Olivier Gruner
27804,Pietro Parolin
24174,Brad Mills
13972,María Victoria Menis
17367,Carlos Puga
10738,Lars Hesselholdt
33011,Gabriel Black
28153,Patrick Chapman
22401,Rocky Powell
33543,Alvaro Delgado Aparicio
13006,François Hanss
19171,Vito Rocco
16401,Kwang-Hyun Park
15948,Dave Meyers
29745,Jon Matthews
3843,Gisaburô Sugii
7179,Kevin Altieri
4615,Jim Feazell
21655,Ryan Andrews
11684,A. Muthu
14909,Viktor Polesný
2441,Leo Penn
29054,Abhijit Panse
8130,Bob Carruthers
15187,Serik Aprimov
20986,David Bezmozgis
1365,Richard Carlson
9733,Paul Rachman
7757,Basar Sabuncu
27193,Fernando Alle
11085,Jim Milio
5622,Prince
24435,James Chankin
10966,E.V.V. Satyanarayana
31157,Sheridan De Myers
2929,Vatroslav Mimica
8161,Tata Amaral
30537,Paolo Dy
15401,Minoru Kawasaki
30824,Andrew Fisher
9441,János Kovácsi
10616,Maria Plyta
2485,Miguel Iglesias
29204,Jonathan Adams
33189,Cameron Macgowan
3507,John Evans
28380,Fulvio Sestito
28965,Barry Germansky
6799,Petra Haffter
25694,Alireza Amini
11297,Akira Ogata
30953,Dinakar Thoogudeepa
5178,Douglas Day Stewart
24592,Jason Ford
14308,Václav Marhoul
113,Rasmus Breistein
7559,Holger Neuhäuser
12403,Juan Antin
15172,Kelsey T. Howard
20018,Brian Herzlinger
9311,Matthew Modine
30936,Kestutis Gudavicius
4247,Daniel Duval
15906,Teddy Soeriaatmadja
11515,Gillian Ashurst
8257,Kelli Herd
33573,Shola Amoo
13758,Rando Pettai
34688,Franck Phelizon
18188,Andrew Miles
21567,Brian Robbinson
32300,Tracy Choi
20357,Lichelli Lazar-Lea
1676,Yuri Yegorov
23992,Stuart Blumberg
15713,Cyrill Boss
28935,Steven Lewis Simpson
6420,Jimmy Heung
8224,Tom Chaney
1372,Alfredo Guarini
13114,Martin Huberty
19074,Tony Grech-Smith
18272,Olly Blackburn
15428,Janusz Kidawa
31955,Stephanie Laing
30513,Candice T. Cain
24807,Iram Parveen Bilal
4576,Nettie Peña
21073,Yoshiharu Ashino
9298,Juliane Hiam
2215,Judith Malina
29588,William Lu
13613,Mi-sen Wu
31191,Tomohiko Itô
19663,Kunal Shivdasani
13371,Tim Tommasino
25840,Irakli Chkhikvadze
25290,Selene Kapsaski
12678,Mamoru Hoshi
22551,Jsu Garcia
22281,Osamu Katayama
33319,Ramkumar Shedge
22137,David King
11565,Arun Kaul
34367,Faleena Hopkins
30318,Raam Reddy
10579,Kazuhiko Hasegawa
12138,Cochin Hanifa
22070,David Palmer
25174,Bryan Woods
17379,Alison Eastwood
11015,John Newcombe
15885,Frank Sebastiano
14107,Seth Gordon
8267,Vinko Bresan
11633,John Cameron Mitchell
12739,Jérôme Bonnell
13507,Young-hoon Park
28366,Kerstin Ahlrichs
18707,Michael Staininger
26366,Deborah Twiss
25277,Alberto Marenco
31074,Deeraj Vaidy
20711,Mark Stirton
33233,Scott Conditt
32432,Carrie Cracknell
989,Hideo Sekigawa
7233,Nasiruddin Yousuff
7096,Pierre Magny
14698,Joe Lia
1673,Justus Addiss
25440,Jeremy LaLonde
8870,Ugo Giorgetti
28156,Mike Lyddon
27006,Christopher DeMaci
19277,Trish Sie
1223,Maurice Labro
30394,Vozo Zoltán Végh
10677,Ulrich Seidl
18150,Chang-lae Kim
20329,Grant Heslov
28847,Jeff Sinasac
32287,Miranda de Pencier
22580,Junfeng Boo
23376,Lance Bachelder
34171,Monte Light
2481,Petr Schulhoff
32691,Anton Fedotov
2524,William Friedkin
27172,Soumik Chatterjee
30472,Paul Krüger
11566,Richard Kelly
12662,Sung-Hong Kim
6518,John Patrick Shanley
10779,Paul Bunnell
32524,Ken Carlson
9286,Buza Ferraz
24412,David Boyd
26621,Wei Zhao
6279,Michael Lehmann
19687,Toshiki Hirano
2633,José Luis Egea
3195,William Girdler
28076,Athanasios Karanikolas
10884,Toshiyuki Sakurai
22941,Rachid Dhibou
17913,Brett Hanover
3336,William Fruet
12264,Katherine Stenholm
20497,Emmanuel Adjei
10285,Kay Mellor
3130,Nino Manfredi
6328,Andi Engel
14246,Deepak Pawar
33050,Ka-Wai Kam
26276,Brian Peter Falk
5786,Alberto Isaac
25991,Özgür Özberk
26946,Vinodh Venkatraman
21169,Doug Lodato
5843,Bill Condon
1182,Curzio Malaparte
29232,Jenny Gage
10266,Mircea Plângau
7071,Charlie Peters
7174,Les Blair
32609,Tom Huang
5955,Joe Lee
20981,Özcan Alper
7395,Scott McGehee
18155,G.B. Hajim
8339,Niels Arden Oplev
22443,Paul Brown
6206,Robert Radler
22567,Pascal Sid
32771,Alex Keledjian
6232,Vic Sarin
25993,Yesim Sezgin
13564,Vincent Rubino
15585,Abdul Latif Salazar
21511,Declan Donnellan
28279,Maria Gamboa
23210,Kenneth Olaf Hjellum
26226,Brad Osborne
20880,Ryan Barton-Grimley
24697,Johnny Tabor
33681,Hans Stjernswärd
2271,José Antonio de la Loma
16099,Ben Wheatley
1098,Claude Binyon
20263,Francis dela Torre
28775,Alice Philippon
8322,Dang Nhat Minh
15768,Chookiat Sakveerakul
18476,Monia Chokri
9139,Max Färberböck
33966,Michael Thomas Daniel
3496,Shyam Benegal
10931,Ken Peters
12030,Lucho Bender
23021,J.P. Pierce
7569,Dan Neira
27087,Christian Bach
11199,Antonín Moskalyk
22672,Matthias Schweighöfer
5372,Albert Mkrtchyan
9640,Angela Schanelec
13993,Srdjan Koljevic
29324,Hank Bedford
22150,Zack Beins
14633,Ali Idris
6920,Mark Herman
7991,Oliver Parker
1416,Wyott Ordung
30911,Angela Shelton
31799,Josh Mendoza
8544,Chris Kennedy
14243,Matthew Vaughn
11409,Michael Karen
3090,Robert Paget
29699,Nico Sabenorio
27989,Virgil Vernier
8440,Sandrine Veysset
32151,Archie Borders
24277,Sameer Thahir
29750,Arend Agthe
27369,Matt Sobel
20480,Byoung-Wook Ahn
2437,George Axelrod
33061,Oded Raz
23495,A. Sarkunam
5388,Jean-Pierre Vergne
28693,Daniel Rodríguez Risco
30117,Jeff Maher
19950,Alex Merkin
20201,Simon Ennis
10915,Andrea Frazzi
12845,Colin Miller
29188,Claudio Marcone
29287,Michal Otlowski
6758,Steve Wang
9213,Alireza Davoudnejad
2898,Ron Joy
15422,Shashi Ranjan
21184,Hernán Goldfrid
23629,Daniel M. Seibert
3148,Eloy de la Iglesia
33385,Baba Bhaskar
17214,Daniel Cohen
28959,Maria Pulera
8248,Bruce La Bruce
2064,Marcel Bluwal
13531,Brad Martin
29874,Paolo Cevoli
25710,David McCracken
9544,Petter Næss
10208,Andy Hurst
16058,Jonathan Yudis
16841,Aaron Nee
27315,Liz Tuccillo
24554,Alisattar Atakishiyev
22312,Florin Serban
17293,Sudesh Manjrekar
31192,Zachary Madson
26480,Arthur Louis Fuller
27329,Marc Brummund
18527,James Watkins
3911,Juan Piquer Simón
3132,James Bidgood
34136,R.S. Naidu
34339,Aadish Keluskar
29082,Ahmed Amer
7971,Gary Jones
1808,Jürgen Roland
33178,Mu Tunc
16041,Ersin Pertan
11554,Joel Silverman
18440,Vijay Kumar
31481,Miguel Ángel Jiménez
4075,Alan J. Levi
27195,Matthew Kennedy
31242,Yayo Herrero
21883,Fokion Bogris
22466,Terje Rangnes
7150,Jean Poiret
9263,Clóvis Vieira
15929,Jerry Mainardi
30546,Leya Taylor
29855,Max Heller
10639,Bert Van Tuyle
23612,Nirattisai Kaljareuk
18697,Michael Samuels
904,Andrew L. Stone
5923,Barry Peak
8422,Arlene Sanford
20153,Louis Nero
4017,Don Bluth
8994,Preben Kaas
13427,Heung-sun Jeong
4809,Joseph L. Scanlan
22092,Julien Deka
33391,Jake Castorena
22557,Tim Lewiston
10572,Henry Bromell
11675,Shakeel Noorani
17074,Matt Brown
22693,Beryl Koltz
22263,David Dunn Jr.
31581,Johnny Mitchell
32797,John Rocco
8291,Olli Saarela
11642,Virginie Despentes
13524,Vincent Sassone
5386,Peter Masterson
11885,Tracy Fraim
4410,Chuck Barris
23945,Melissa Miller Costanzo
19960,Sascha Drews
11822,Teresa Kotlarczyk
32878,Ibon Cormenzana
33729,Bo Hu
17224,Akio Yoshida
15556,Deepak Tijori
28470,Michael Rousselet
17861,Laurent Salgues
33518,Susan Gordanshekan
33940,Abdurrahman Öner
15750,Rodrigo Cortés
6162,Gregory McClatchy
32765,François Troukens
20258,Bakur Bakuradze
23371,Frank Henry
26528,Oden Roberts
30628,Jonathan Barré
4429,George Mendeluk
14013,Ertil Altanaj
3055,Milan Jelic
14182,Anne Norda
12128,Bhadran
29332,James Schamus
15475,Ric White
220,Alfred Hitchcock
34526,Murilo Benício
4679,Steve Lustgarten
29472,Dan Villegas
33375,An-kyu Lee
4760,Don Jones
12457,Conrado Sanchez
1653,Nasir Hussain
23490,Cristian Solimeno
32314,Joël Karekezi
27611,Matt Drummond
3143,Sunil Dutt
7001,Tom DiCillo
22058,Cihat Hazardagli
11623,Stephen M. Kienzle
16541,Preben Lorentzen
28863,Simon Herbert
11846,Somaratne Dissanayake
2528,Joachim Hasler
4862,Hyeok-su Lee
4581,Dusan Klein
5280,Mani Ratnam
14755,Morgan Jon Fox
15693,Djinn
22143,Gabe Polsky
33975,Robertas Kuliunas
17233,Marjane Satrapi
13244,Tareque Masud
18056,Singing Chen
9368,Flávio Migliaccio
26078,Pei-hua Wang
10412,Yiu-Kuen Ng
14198,Viktor Bodó
14616,Neil Taylor
22419,Gale Edwards
6582,Anders Nilsson
8020,Ram Gopal Varma
31177,Brent Bonacorso
17954,Christian Faure
31983,Adisa
33415,Yi Zheng
13414,Daniele Vicari
1925,Ralph Brooke
30118,Houda Benyamina
30916,Steve Gukas
602,Carl Pierson
3506,Robert Barrett
21327,Julien Carbon
27892,La Raza
21946,Guy Browning
2455,Carl Monson
5753,David Mamet
10258,Dejan Karaklajic
29878,Bhaskar Hazarika
28471,Hughes William Thompson
25162,Brad Copeland
26494,Ali Sade
11410,Manuel Palacios
9711,Caesar Cavaricci
16186,Pyotr Tochilin
23651,Matteo Vicino
22755,Kwang-shik Kim
13708,Veljo Käsper
20746,Daren Marc
415,William C. McGann
8895,Laurie Agard
26545,Craig DiFolco
28768,Robert Eagar
31976,Anthony LaMolinara
18735,Marcos Jorge
5275,Rick Sloane
30670,Min Wei
15773,Stefen Fangmeier
14476,Jordan Roberts
16571,Ethan Hunter
7027,Ron Oliver
28665,James Crow
1135,Joseph Lerner
31723,Wesley Alley
10217,Richard Gale
6796,Valeriy Todorovskiy
10933,William Katt
30032,Barbara Eder
20354,Antonio Zavala Kugler
561,Billy Wilder
22594,Silver Tree
23557,Adam Ahlbrandt
1517,Anant Thakur
7536,Simon Sprackling
28467,John Swab
5697,Dominique Deruddere
14200,Beto Gómez
14718,Eric Fleming
15850,Roland Düringer
23903,Sid Bennett
3063,Mario Camus
16188,Sergey Loban
3356,J.G. Patterson Jr.
13167,Paul Currie
28460,Si-Heup Seong
30536,Benjamin Arfmann
894,Delmer Daves
4791,Daniel Vigne
6033,Bud S. Smith
26144,Tammy Riley-Smith
12259,Matthias Dinter
21190,Goran Devic
23928,Jeffrey Elmont
6036,David Stevens
34517,Marius Talampas
18627,Jon Kondelik
7657,Steve McLean
9483,Eliane Caffé
10906,Andrew Parkinson
22459,Robbie Pickering
13694,Nikkhil Advani
532,Gus Meins
15488,S.P. Jhananathan
11424,J.B. Rogers
14540,Durul Taylan
31029,Bo D.
10767,Donna Wheeler
24860,Tim Staffel
10257,Francine Rzeznik
17096,Cullen Hoback
6381,Michael Haneke
22765,Ralph Moser
22642,David Dusa
30408,Jai Jamison
34100,Graham Hughes
6533,Norman René
3347,Steve Carver
33198,Phoebe Dollar
19268,Vinay Bharadwaj
18976,Ugur Kaplan
9064,S. Edwin Graham
33813,Mukesh Chhabra
745,P.J. Wolfson
20736,Sabine El Gemayel
6347,Magdalena Lazarkiewicz
20900,Jon Izen
513,Jean Benoît-Lévy
4471,David Mingay
14618,Elmar Fischer
29873,Wes Miller
10130,William R. Pace
10789,Hamlet Sarkissian
27696,Niharika Sahni
31880,Storm Ashwood
10216,Emmanuel Itier
1600,Gheorghe Naghi
2470,Nikos Papatakis
32416,Tremain Hayhoe
21762,Marcel Walz
10452,Reginald Harkema
4130,Joël Santoni
13275,Abai Karpykov
24676,Kristina Nikolova
24923,Peter Fudakowski
15194,Gennadiy Klimov
8476,Lírio Ferreira
23514,Jean-Christian Tassy
8818,Sarah Kernochan
3377,John Milius
14421,Witold Swietnicki
15288,Zézé Gamboa
20121,Brian Pulido
2414,Luigi Vanzi
6047,Donald P. Bellisario
7030,William T. Hurtz
25040,Magizh Thirumeni
6940,Johnnie Kong
258,Grigoriy Kozintsev
9087,Jesse Peretz
25119,Simone Gandolfo
32650,Ansel Faraj
5313,Chun Bang Yang
10775,Erricos Andreou
1922,Robert Dhéry
2345,Pierre Granier-Deferre
9176,Peter Schwabach
34151,Matt Woodward
10805,Tom Connolly
22974,Yasuhiro Yoshiura
29851,Erlingur Thoroddsen
8923,Sam Miller
31122,Alpgiray M. Ugurlu
5513,Ousama Rawi
22966,Jason Toler
26348,Madhupal
6168,Christian Wagner
30484,Ashwiny Iyer Tiwari
6862,Peter Ho-Sun Chan
34051,Hari Nath
20621,Ramiz Fataliyev
26275,Mark Sawers
3995,John 'Bud' Cardos
25528,Kazuhiro Takamura
10110,Motonori Sakakibara
7158,Claes Olsson
21265,Amos Sefer
26421,Kate Johnston
27582,Daniel Chuba
26830,Chris Blaine
26211,Micael Preysler
33414,Ricky Tollman
21322,Kelly Smith
21839,Elias
23625,Alejandro Brugués
4281,Gillian Armstrong
15052,Puneet Issar
707,Chianca de Garcia
14071,Ron Sperling
20376,Pascal Hérold
24188,Ivan Vladimirov
23125,Melanie Shatzky
31066,Webster Batista
18517,Alamgir Kabir
18886,Michal Milowicz
29110,Yann Gozlan
23152,Sudhish Kamath
24953,Rupesh Paul
32199,Lorenzo Mattotti
19895,Ajit Pal Mangat
23238,Christopher Hatton
33556,Eva Trobisch
9105,Brad Bird
19480,Jens Jonsson
25026,Bonita Drake
32096,Jason Sanchez
7217,Mandie Fletcher
12631,Farhan Akhtar
26664,Jordan Rubin
19351,Kery James
26475,Uirá dos Reis
19484,Hans Rodionoff
32488,David P. Smith
26380,Steve Reeves
3198,Christopher Hodson
4528,Oz Scott
2952,Dan Curtis
24975,Masato Hijikata
26777,Yannick Saillet
12173,Douglas Wolfsperger
18788,Oskar Santos
21183,Lyudmila Steblyanko
11657,Anastasia Lapsui
4852,Robert Dalva
27115,Patrick Shearer
11494,Brendan Keown
4372,Murray Mintz
25007,Miza Mohamad
31660,Stephen Donnelly
29186,Gustavo Vinagre
27938,Bartosz Walaszek
4215,Péter Gothár
16996,Alex Harz
23418,Romanus Wolter
28045,Christopher Fitchett
24228,Ben Shelton
9860,Paul Peditto
32334,Oz Arshad
19518,Jagdeep Sidhu
17548,Vicky Jewson
14753,Juan Solanas
19814,Mark von Sternberg
1300,John Beal
17397,Jay Martin
12016,Laurent Brandenbourger
16350,Pavel Jandourek
29644,Grzegorz Jankowski
19803,Paul Breuls
30031,Kohki Hasei
21397,Justin Bergonzoni
20050,Sergey Chernikov
11169,Krzysztof Krauze
28825,Srinivasa Raj
32902,Ben Nissen
25238,Chris Michael Birkmeier
30571,Matthew Doyle
24423,Mustafa Nuri
34061,Volkan Gültekin
15976,Sérgio Machado
2970,Chen-Kuo Chao
3903,Stellan Olsson
27030,Jennifer Prediger
33481,Walid Mattar
9328,Oskar Reif
33630,Marie Monge
26266,Manny Serrano
23042,Stasch Radwanski Jr.
2282,István Szabó
12905,J.T. Petty
14178,Andy Signore
13720,Abdelkrim Bahloul
27413,Martin Talbot
12918,Richard S. Flink
31611,Jim Agnew
582,Monty Banks
6666,Hany Lasheen
5089,Larry Stewart
17103,Julie Gavras
15598,Kei Kataoka
25363,Jaime Velez Soto
32637,Isold Uggadottir
5973,D3
17319,Manuel Mozos
14905,Darren Lemke
14122,Gerrard Verhage
28856,Enrique Gato
19311,Korhan Bozkurt
28891,Harald Franklin
4121,Warren Beatty
27908,Juanfer Andrés
4172,Bob Dylan
5958,Antonio Peláez
12916,Stephen Manuel
25310,Liz W. Garcia
4407,Lorne Michaels
29827,Thomas Daneskov
22554,Hank Bausch
31972,Carl Strathie
332,George Schnéevoigt
4296,Coline Serreau
7402,Michel Qissi
32814,Gene Blalock
21705,Angela Garcia Combs
20166,Andrew Robinson
7311,David Elfick
16668,Emmanuelle Cuau
30782,Eric Liberacki
33028,Alireza Khatami
13472,Petar Krelja
1641,William F. Claxton
19146,Tomasz Drozdowicz
30054,Benjamin Thomas
33884,Gil Baroni
30710,Derek Presley
9547,George Milton
